UserID,Department,UserRole,JobTitle,Location,RegisteredDevice,TypingSpeedRange,AvgKeyHoldTimeRange,AvgFlightTimeRange,PatternMatchRange
10208,Finance,Finance,Financial Analyst,Sydney,A4:5E:60:76:67:A3,43–82 wpm,100–197 ms,120–247 ms,0.61–0.89
10209,HR,HR,HR Manager,Sydney,3C:15:C2:A4:C8:1B,49–73 wpm,82–191 ms,135–267 ms,0.55–0.91
10210,IT,Admin,System Administrator,Sydney,6B:49:BB:B6:5A:7E,49–82 wpm,98–167 ms,132–297 ms,0.66–0.88
10211,Marketing,Guest,Intern,Sydney,37:C9:72:6B:5F:05,47–85 wpm,89–165 ms,110–215 ms,0.51–0.92
10212,Operations,Guest,Contractor,Sydney,A4:5E:60:01:2D:2D,49–79 wpm,88–184 ms,112–268 ms,0.51–0.83
10213,Finance,Finance,Financial Analyst,Sydney,3F:CF:EC:1A:79:63,40–82 wpm,98–184 ms,131–229 ms,0.66–0.89
10214,Operations,Guest,Contractor,Melbourne,B1:0D:35:74:16:4B,43–73 wpm,93–170 ms,113–202 ms,0.53–0.95
10215,Finance,Finance,Financial Analyst,Sydney,0E:61:39:7C:D0:16,41–88 wpm,89–152 ms,105–235 ms,0.66–0.99
10216,Marketing,Guest,Intern,Sydney,F0:18:98:20:89:D5,40–89 wpm,81–180 ms,123–262 ms,0.52–0.84
10217,IT,Admin,System Administrator,London,A5:7E:FC:8F:72:1C,44–82 wpm,81–171 ms,143–271 ms,0.62–0.92
10218,HR,HR,Recruiter,Sydney,F0:18:98:4A:41:FC,45–87 wpm,99–189 ms,109–268 ms,0.62–0.83
10219,Marketing,Guest,Contractor,New York,6E:22:1A:76:85:B3,40–90 wpm,97–162 ms,136–229 ms,0.52–0.95
10220,Finance,Finance,Accountant,London,AD:D8:6C:2B:D5:B2,40–70 wpm,93–192 ms,125–223 ms,0.51–0.83
10221,HR,HR,HR Manager,Sydney,40:D4:36:F0:85:AD,41–81 wpm,96–159 ms,112–218 ms,0.61–0.9
10222,Operations,Guest,Contractor,Sydney,21:A7:74:77:CB:BB,43–82 wpm,85–160 ms,109–257 ms,0.67–0.96
10223,Finance,Finance,Accountant,Sydney,F0:18:98:67:F1:71,45–78 wpm,89–163 ms,146–255 ms,0.62–0.95
10224,Operations,Guest,Intern,Sydney,3C:15:C2:89:37:4F,40–83 wpm,85–166 ms,126–283 ms,0.69–0.85
10225,Operations,Guest,Contractor,Sydney,3C:15:C2:75:87:7B,45–71 wpm,82–197 ms,144–296 ms,0.57–0.9
10226,Operations,Guest,Intern,Sydney,A4:5E:60:EA:44:5F,45–83 wpm,99–180 ms,123–208 ms,0.67–0.95
10227,Operations,Guest,Intern,Sydney,3C:15:C2:D7:F0:9E,44–83 wpm,99–162 ms,116–265 ms,0.61–0.83
10228,Operations,Guest,Intern,Melbourne,AD:D7:1F:30:BA:33,40–85 wpm,92–193 ms,125–273 ms,0.54–0.82
10229,HR,HR,HR Manager,Sydney,A4:5E:60:57:56:98,45–70 wpm,83–162 ms,136–263 ms,0.61–0.92
10230,IT,Admin,Network Engineer,Sydney,E2:70:2E:A5:DA:A7,50–76 wpm,80–185 ms,122–286 ms,0.51–0.91
10231,Operations,Guest,Intern,Bangalore,AA:C5:96:96:95:A5,42–70 wpm,97–200 ms,100–265 ms,0.67–0.81
10232,Operations,Guest,Contractor,Sydney,55:7A:C4:DA:19:08,46–70 wpm,86–168 ms,150–280 ms,0.5–0.91
10233,Operations,Guest,Contractor,Sydney,A4:5E:60:15:BA:3F,50–74 wpm,97–199 ms,143–274 ms,0.65–0.95
10234,Operations,Guest,Intern,Sydney,17:2E:C0:2B:2F:C0,49–79 wpm,80–160 ms,101–288 ms,0.57–0.98
10235,Marketing,Guest,Intern,Sydney,F0:18:98:59:51:F9,45–71 wpm,84–194 ms,130–268 ms,0.7–0.97
10236,Operations,Guest,Contractor,Melbourne,AC:2D:FA:01:86:23,41–85 wpm,93–153 ms,113–278 ms,0.66–0.98
10237,HR,HR,Recruiter,Sydney,4F:80:33:C3:65:D5,43–87 wpm,94–189 ms,126–232 ms,0.56–0.87
10238,IT,Admin,System Administrator,Sydney,3C:15:C2:79:0E:0F,43–82 wpm,88–182 ms,132–227 ms,0.56–0.84
10239,IT,Admin,Network Engineer,Sydney,3C:15:C2:E6:15:79,44–86 wpm,88–180 ms,110–259 ms,0.69–0.84
10240,Marketing,Guest,Contractor,Sydney,1F:16:77:41:E5:EC,45–88 wpm,91–192 ms,117–296 ms,0.59–0.93
10241,Finance,Finance,Financial Analyst,Sydney,3C:15:C2:49:73:8A,40–81 wpm,99–162 ms,128–268 ms,0.51–0.82
10242,IT,Admin,Network Engineer,Sydney,3C:15:C2:82:F8:A7,49–75 wpm,100–163 ms,141–285 ms,0.64–0.87
10243,Finance,Finance,Financial Analyst,Sydney,F0:18:98:BD:51:36,44–78 wpm,99–169 ms,120–248 ms,0.61–0.9
10244,IT,Admin,Network Engineer,Sydney,A4:5E:60:97:4B:24,41–83 wpm,99–155 ms,144–213 ms,0.68–0.86
10245,IT,Admin,Network Engineer,Sydney,D3:3C:0E:ED:6D:8A,44–87 wpm,95–174 ms,142–250 ms,0.6–0.82
10246,IT,Admin,Network Engineer,London,09:AC:87:27:DB:F6,42–77 wpm,96–152 ms,116–268 ms,0.54–0.83
10247,IT,Admin,System Administrator,Sydney,3C:15:C2:99:89:DA,46–71 wpm,91–151 ms,121–233 ms,0.62–0.83
10248,IT,Admin,System Administrator,Sydney,73:30:42:7D:CD:EB,40–89 wpm,90–186 ms,107–216 ms,0.57–0.85
10249,HR,HR,Recruiter,Sydney,A4:5E:60:77:63:DC,41–84 wpm,86–192 ms,145–279 ms,0.62–0.81
10250,IT,Admin,Network Engineer,Sydney,3C:15:C2:89:F7:E9,50–80 wpm,80–183 ms,137–266 ms,0.7–0.97
10251,Marketing,Guest,Contractor,Sydney,3C:15:C2:DE:20:53,50–85 wpm,98–162 ms,134–255 ms,0.55–0.85
10252,Operations,Guest,Intern,Sydney,3C:15:C2:A2:B1:07,44–72 wpm,97–197 ms,113–209 ms,0.54–0.81
10253,Marketing,Guest,Contractor,Sydney,3C:15:C2:65:1B:EF,50–70 wpm,96–150 ms,116–233 ms,0.53–0.9
10254,Finance,Finance,Financial Analyst,Sydney,04:98:FB:D0:34:5A,40–90 wpm,95–176 ms,134–236 ms,0.63–0.83
10255,Finance,Finance,Accountant,Sydney,0B:72:A5:EA:8A:18,42–81 wpm,96–155 ms,128–220 ms,0.58–0.87
10256,Finance,Finance,Accountant,Sydney,D8:A5:47:16:E3:02,44–78 wpm,93–156 ms,146–256 ms,0.55–0.96
10257,HR,HR,Recruiter,Sydney,13:85:AD:DB:CE:E2,45–83 wpm,80–185 ms,108–267 ms,0.65–0.93
10258,Finance,Finance,Financial Analyst,Sydney,45:67:9C:48:7E:F9,41–79 wpm,98–161 ms,114–282 ms,0.66–0.84
10259,Finance,Finance,Financial Analyst,New York,B5:0B:5D:EC:19:71,40–88 wpm,80–163 ms,104–209 ms,0.52–0.9
10260,Finance,Finance,Financial Analyst,New York,C3:F4:09:E9:01:74,48–79 wpm,81–179 ms,128–269 ms,0.62–0.88
10261,Operations,Guest,Intern,Sydney,3C:15:C2:CC:93:A2,41–76 wpm,95–186 ms,111–271 ms,0.69–0.96
10262,HR,HR,Recruiter,Sydney,A4:5E:60:F4:4F:59,49–80 wpm,100–163 ms,104–289 ms,0.62–0.81
10263,Marketing,Guest,Intern,New York,7B:9D:B1:B5:51:87,49–89 wpm,86–155 ms,150–239 ms,0.69–0.95
10264,Finance,Finance,Accountant,Sydney,F0:18:98:D0:C0:AC,47–87 wpm,93–196 ms,145–262 ms,0.53–0.91
10265,Operations,Guest,Intern,Sydney,65:8D:07:90:56:7A,44–90 wpm,82–163 ms,124–235 ms,0.69–0.81
10266,Marketing,Guest,Contractor,Sydney,3C:15:C2:52:51:64,47–87 wpm,90–161 ms,100–246 ms,0.54–0.92
10267,Finance,Finance,Financial Analyst,Sydney,F0:18:98:7B:93:FA,50–80 wpm,83–169 ms,149–268 ms,0.68–0.9
10268,Marketing,Guest,Intern,Sydney,3C:15:C2:89:7B:4C,46–77 wpm,99–175 ms,135–207 ms,0.58–0.91
10269,HR,HR,Recruiter,Sydney,45:DA:F5:50:97:3F,44–81 wpm,80–187 ms,141–253 ms,0.59–0.89
10270,IT,Admin,Network Engineer,Sydney,41:86:31:C9:A9:C3,42–83 wpm,81–195 ms,149–263 ms,0.51–0.84
10271,Finance,Finance,Accountant,Sydney,3C:15:C2:CE:18:A5,47–88 wpm,93–160 ms,104–233 ms,0.65–0.98
10272,Marketing,Guest,Intern,Sydney,DC:A9:D8:6E:7A:9C,44–70 wpm,93–163 ms,140–238 ms,0.51–0.84
10273,Marketing,Guest,Contractor,Sydney,BA:5C:E3:32:D2:07,42–71 wpm,97–166 ms,131–238 ms,0.55–0.92
10274,IT,Admin,Network Engineer,Bangalore,0E:F5:9A:CA:54:CD,48–77 wpm,90–176 ms,107–274 ms,0.56–0.85
10275,Operations,Guest,Contractor,Sydney,F5:38:E4:D5:36:88,50–78 wpm,89–184 ms,149–254 ms,0.55–0.9
10276,HR,HR,Recruiter,Sydney,F0:18:98:A5:07:68,47–79 wpm,95–188 ms,139–290 ms,0.54–0.93
10277,Operations,Guest,Contractor,Sydney,A4:5E:60:49:7E:20,50–82 wpm,99–156 ms,102–254 ms,0.61–0.91
10278,IT,Admin,System Administrator,London,F1:6C:42:BB:09:29,49–84 wpm,87–179 ms,134–226 ms,0.58–0.86
10279,Finance,Finance,Financial Analyst,Sydney,3C:15:C2:4C:44:2B,49–89 wpm,100–183 ms,136–223 ms,0.51–0.89
10280,Operations,Guest,Intern,Sydney,80:9E:B5:08:AB:0D,50–76 wpm,94–159 ms,139–294 ms,0.57–0.86
