2025-05-14 19:40:14,195 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Laptop', 'Browser': 'Edge', 'IPAddress': '10.83.220.141', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 137.93, 'AvgFlightTime': 61.69, 'PatternMatchScore': 0.83, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.84, 'LoginTimestamp': '2025-05-14 09:47:00', 'LogoutTimestamp': '2025-05-14 10:55:00', 'SessionDuration': 68, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:08:55,082 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Laptop', 'Browser': 'Chrome', 'IPAddress': '10.150.32.57', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 55.82, 'AvgKeyHoldTime': 180.0, 'AvgFlightTime': 108.19, 'PatternMatchScore': 0.8, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.82, 'LoginTimestamp': '2025-05-14 07:07:00', 'LogoutTimestamp': '2025-05-14 08:38:00', 'SessionDuration': 91, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:09:07,194 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'HR', 'OperationType': 'Write', 'DeviceType': 'Tablet', 'Browser': 'Edge', 'IPAddress': '10.178.205.38', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 90.0, 'AvgKeyHoldTime': 93.21, 'AvgFlightTime': 115.68, 'PatternMatchScore': 0.92, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.58, 'LoginTimestamp': '2025-05-14 08:16:00', 'LogoutTimestamp': '2025-05-14 10:08:00', 'SessionDuration': 112, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:09:19,289 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Tablet', 'Browser': 'Edge', 'IPAddress': '10.178.233.19', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 70.61, 'AvgKeyHoldTime': 95.81, 'AvgFlightTime': 113.65, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.92, 'LoginTimestamp': '2025-05-14 08:32:00', 'LogoutTimestamp': '2025-05-14 09:02:00', 'SessionDuration': 30, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:09:31,416 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Desktop', 'Browser': 'Chrome', 'IPAddress': '10.82.146.168', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 57.43, 'AvgKeyHoldTime': 147.05, 'AvgFlightTime': 66.81, 'PatternMatchScore': 1.2, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.62, 'LoginTimestamp': '2025-05-14 08:54:00', 'LogoutTimestamp': '2025-05-14 09:25:00', 'SessionDuration': 31, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:09:43,483 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Finance', 'OperationType': 'Read', 'DeviceType': 'Desktop', 'Browser': 'Safari', 'IPAddress': '10.156.130.98', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 90.0, 'AvgKeyHoldTime': 64.0, 'AvgFlightTime': 81.16, 'PatternMatchScore': 0.84, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.7, 'LoginTimestamp': '2025-05-14 09:29:00', 'LogoutTimestamp': '2025-05-14 10:28:00', 'SessionDuration': 59, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:09:55,590 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Laptop', 'Browser': 'Edge', 'IPAddress': '10.126.28.39', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 99.16, 'AvgFlightTime': 114.38, 'PatternMatchScore': 0.97, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.6, 'LoginTimestamp': '2025-05-14 07:02:00', 'LogoutTimestamp': '2025-05-14 07:25:00', 'SessionDuration': 23, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:10:07,721 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '10.4.219.190', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 67.87, 'AvgKeyHoldTime': 180.0, 'AvgFlightTime': 144.0, 'PatternMatchScore': 0.85, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.17, 'LoginTimestamp': '2025-05-14 07:37:00', 'LogoutTimestamp': '2025-05-14 09:16:00', 'SessionDuration': 99, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:10:19,818 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Guest', 'OperationType': 'Write', 'DeviceType': 'Mobile', 'Browser': 'Safari', 'IPAddress': '10.88.201.221', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 90.0, 'AvgKeyHoldTime': 96.53, 'AvgFlightTime': 75.37, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.81, 'LoginTimestamp': '2025-05-14 09:18:00', 'LogoutTimestamp': '2025-05-14 10:45:00', 'SessionDuration': 87, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:10:31,947 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Developer', 'OperationType': 'Read', 'DeviceType': 'Desktop', 'Browser': 'Firefox', 'IPAddress': '10.213.176.186', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 50.86, 'AvgKeyHoldTime': 94.44, 'AvgFlightTime': 96.13, 'PatternMatchScore': 0.91, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.28, 'LoginTimestamp': '2025-05-14 09:27:00', 'LogoutTimestamp': '2025-05-14 10:30:00', 'SessionDuration': 63, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Sydney'}
2025-05-14 20:10:45,173 INFO: Emitted: {'UserID': 10141, 'MACAddress': '84:C2:F5:10:D7:5B', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Safari', 'IPAddress': '100.89.89.160', 'VPN_Used': True, 'ISP': 'Jio', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 90.0, 'AvgKeyHoldTime': 98.21, 'AvgFlightTime': 79.56, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.12, 'LoginTimestamp': '2025-05-14 10:53:41', 'LogoutTimestamp': '2025-05-14 12:53:41', 'SessionDuration': 120, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:10:57,281 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Finance', 'OperationType': 'Share', 'DeviceType': 'Tablet', 'Browser': 'Chrome', 'IPAddress': '10.7.28.105', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 52.75, 'AvgKeyHoldTime': 180.0, 'AvgFlightTime': 86.16, 'PatternMatchScore': 1.0, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.81, 'LoginTimestamp': '2025-05-14 07:12:00', 'LogoutTimestamp': '2025-05-14 08:53:00', 'SessionDuration': 101, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:11:09,403 INFO: Emitted: {'UserID': 10141, 'MACAddress': '5E:1F:03:88:17:6A', 'UserRole': 'Finance', 'OperationType': 'Share', 'DeviceType': 'Tablet', 'Browser': 'Firefox', 'IPAddress': '10.219.40.198', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 90.0, 'AvgKeyHoldTime': 111.64, 'AvgFlightTime': 115.79, 'PatternMatchScore': 1.2, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.04, 'LoginTimestamp': '2025-05-14 07:21:00', 'LogoutTimestamp': '2025-05-14 08:48:00', 'SessionDuration': 87, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:11:21,520 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'HR', 'OperationType': 'Delete', 'DeviceType': 'Desktop', 'Browser': 'Firefox', 'IPAddress': '10.65.254.159', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 56.04, 'AvgKeyHoldTime': 85.3, 'AvgFlightTime': 73.47, 'PatternMatchScore': 0.81, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.97, 'LoginTimestamp': '2025-05-14 07:44:00', 'LogoutTimestamp': '2025-05-14 07:57:00', 'SessionDuration': 13, 'Duration_RiskScore': 0.1, 'Aggregate_Behavior': 0.05, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:11:33,650 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Edge', 'IPAddress': '10.90.81.7', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 56.35, 'AvgKeyHoldTime': 103.82, 'AvgFlightTime': 73.46, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.13, 'LoginTimestamp': '2025-05-14 08:27:00', 'LogoutTimestamp': '2025-05-14 09:22:00', 'SessionDuration': 55, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:11:46,524 INFO: Emitted: {'UserID': 10141, 'MACAddress': '00:E2:75:50:AF:94', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Laptop', 'Browser': 'Chrome', 'IPAddress': '100.254.203.169', 'VPN_Used': True, 'ISP': 'Telstra', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 73.17, 'AvgKeyHoldTime': 86.38, 'AvgFlightTime': 77.33, 'PatternMatchScore': 0.87, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.23, 'LoginTimestamp': '2025-05-14 17:44:43', 'LogoutTimestamp': '2025-05-14 18:06:43', 'SessionDuration': 22, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Sydney'}
2025-05-14 20:11:58,651 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Tablet', 'Browser': 'Chrome', 'IPAddress': '10.147.74.197', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 45.66, 'AvgKeyHoldTime': 64.0, 'AvgFlightTime': 104.06, 'PatternMatchScore': 0.97, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.33, 'LoginTimestamp': '2025-05-14 08:28:00', 'LogoutTimestamp': '2025-05-14 09:06:00', 'SessionDuration': 38, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:12:10,776 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'F0:18:98:40:F2:84', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Safari', 'IPAddress': '10.151.135.31', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 66.64, 'AvgKeyHoldTime': 130.81, 'AvgFlightTime': 90.72, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.32, 'LoginTimestamp': '2025-05-14 09:29:00', 'LogoutTimestamp': '2025-05-14 10:12:00', 'SessionDuration': 43, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:12:22,896 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Finance', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '10.46.251.121', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 48.14, 'AvgKeyHoldTime': 107.68, 'AvgFlightTime': 68.27, 'PatternMatchScore': 0.86, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.98, 'LoginTimestamp': '2025-05-14 08:10:00', 'LogoutTimestamp': '2025-05-14 09:00:00', 'SessionDuration': 50, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:12:35,530 INFO: Emitted: {'UserID': 10141, 'MACAddress': '84:64:9C:73:EF:3D', 'UserRole': 'HR', 'OperationType': 'Read', 'DeviceType': 'Tablet', 'Browser': 'Chrome', 'IPAddress': '192.10.108.144', 'VPN_Used': False, 'ISP': 'Jio', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 51.85, 'AvgKeyHoldTime': 91.98, 'AvgFlightTime': 105.86, 'PatternMatchScore': 0.96, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.67, 'LoginTimestamp': '2025-05-14 07:28:32', 'LogoutTimestamp': '2025-05-14 08:37:32', 'SessionDuration': 69, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Sydney'}
2025-05-14 20:12:47,618 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Guest', 'OperationType': 'Read', 'DeviceType': 'Tablet', 'Browser': 'Chrome', 'IPAddress': '10.232.96.54', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 70.65, 'AvgKeyHoldTime': 125.36, 'AvgFlightTime': 144.0, 'PatternMatchScore': 0.93, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.31, 'LoginTimestamp': '2025-05-14 09:58:00', 'LogoutTimestamp': '2025-05-14 10:40:00', 'SessionDuration': 42, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:13:00,737 INFO: Emitted: {'UserID': 10141, 'MACAddress': '8B:46:97:A1:58:B6', 'UserRole': 'Admin', 'OperationType': 'Write', 'DeviceType': 'Tablet', 'Browser': 'Edge', 'IPAddress': '100.0.238.91', 'VPN_Used': True, 'ISP': 'BT', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 53.45, 'AvgKeyHoldTime': 124.23, 'AvgFlightTime': 110.47, 'PatternMatchScore': 0.91, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.61, 'LoginTimestamp': '2025-05-14 03:40:57', 'LogoutTimestamp': '2025-05-14 03:55:57', 'SessionDuration': 15, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Sydney'}
2025-05-14 20:13:13,558 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'DD:5C:59:BA:0F:0B', 'UserRole': 'Developer', 'OperationType': 'Share', 'DeviceType': 'Desktop', 'Browser': 'Safari', 'IPAddress': '192.82.105.74', 'VPN_Used': False, 'ISP': 'Jio', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 58.39, 'AvgKeyHoldTime': 87.62, 'AvgFlightTime': 94.15, 'PatternMatchScore': 0.98, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.74, 'LoginTimestamp': '2025-05-14 00:56:10', 'LogoutTimestamp': '2025-05-14 02:40:10', 'SessionDuration': 104, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': True, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Tokyo'}
2025-05-14 20:13:25,655 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Desktop', 'Browser': 'Chrome', 'IPAddress': '10.199.214.94', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 96.4, 'AvgFlightTime': 115.83, 'PatternMatchScore': 0.82, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.46, 'LoginTimestamp': '2025-05-14 09:22:00', 'LogoutTimestamp': '2025-05-14 10:16:00', 'SessionDuration': 54, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:13:37,780 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Edge', 'IPAddress': '10.149.153.73', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 71.47, 'AvgKeyHoldTime': 83.62, 'AvgFlightTime': 86.86, 'PatternMatchScore': 0.81, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.3, 'LoginTimestamp': '2025-05-14 07:56:00', 'LogoutTimestamp': '2025-05-14 09:14:00', 'SessionDuration': 78, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Sydney'}
2025-05-14 20:13:50,505 INFO: Emitted: {'UserID': 10141, 'MACAddress': '6C:F6:99:50:E2:92', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '100.40.198.153', 'VPN_Used': True, 'ISP': 'Telstra', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 72.93, 'AvgKeyHoldTime': 80.54, 'AvgFlightTime': 117.79, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.45, 'LoginTimestamp': '2025-05-14 08:26:47', 'LogoutTimestamp': '2025-05-14 08:46:47', 'SessionDuration': 20, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:14:02,624 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Finance', 'OperationType': 'Write', 'DeviceType': 'Desktop', 'Browser': 'Firefox', 'IPAddress': '10.231.167.7', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 90.0, 'AvgKeyHoldTime': 139.2, 'AvgFlightTime': 105.32, 'PatternMatchScore': 0.87, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.49, 'LoginTimestamp': '2025-05-14 08:47:00', 'LogoutTimestamp': '2025-05-14 10:25:00', 'SessionDuration': 98, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:14:14,748 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Developer', 'OperationType': 'Read', 'DeviceType': 'Laptop', 'Browser': 'Chrome', 'IPAddress': '10.85.167.113', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 64.87, 'AvgKeyHoldTime': 122.78, 'AvgFlightTime': 109.05, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.05, 'LoginTimestamp': '2025-05-14 08:50:00', 'LogoutTimestamp': '2025-05-14 09:59:00', 'SessionDuration': 69, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:14:26,896 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Developer', 'OperationType': 'Share', 'DeviceType': 'Desktop', 'Browser': 'Chrome', 'IPAddress': '10.34.149.21', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 64.54, 'AvgKeyHoldTime': 64.0, 'AvgFlightTime': 91.72, 'PatternMatchScore': 0.88, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.44, 'LoginTimestamp': '2025-05-14 09:32:00', 'LogoutTimestamp': '2025-05-14 10:33:00', 'SessionDuration': 61, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:14:38,992 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Developer', 'OperationType': 'Write', 'DeviceType': 'Tablet', 'Browser': 'Safari', 'IPAddress': '10.146.250.203', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 62.98, 'AvgKeyHoldTime': 133.46, 'AvgFlightTime': 96.89, 'PatternMatchScore': 0.87, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.14, 'LoginTimestamp': '2025-05-14 08:48:00', 'LogoutTimestamp': '2025-05-14 09:15:00', 'SessionDuration': 27, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'Sydney'}
